sample_name,total,0-50,51-60,61-137,138-154,155-1000,indel,0-50_percent,51-60_percent,61-137_percent,138-154_percent,155-1000_percent,indel_percent
D103_10uM_R1,145.0,76.0,7.0,7.0,14.0,2.0,39,0.524,0.048,0.048,0.097,0.014,0.269
D103_10uM_R2,596.0,221.0,165.0,19.0,43.0,5.0,143,0.371,0.277,0.032,0.072,0.008,0.24
No_E_R1,459.0,5.0,250.0,0.0,194.0,0.0,10,0.011,0.545,0.0,0.423,0.0,0.022
No_E_R2,383.0,12.0,178.0,3.0,180.0,0.0,10,0.031,0.465,0.008,0.47,0.0,0.026
noINH_DMSO_R1,193.0,80.0,45.0,12.0,7.0,1.0,48,0.415,0.233,0.062,0.036,0.005,0.249
noINH_DMSO_R2,341.0,191.0,56.0,18.0,10.0,1.0,65,0.56,0.164,0.053,0.029,0.003,0.191
