sample_name,no_indel,indel_5p_only,indel_3p_only,indel_5p_and_3p,undetermined,no_indel_percent,indel_5p_only_percent,indel_3p_only_percent,indel_5p_and_3p_percent,undetermined_percent
D103_10uM_R1,276120,57331,5419,8000,0.7960328664822941,0.16528089333730409,0.0156225630286381,0.023063388859402987
D103_10uM_R2,303761,79786,12587,12129,0.7440324633796197,0.19542789931296756,0.03083060898719478,0.02970878338012914
No_E_R1,414154,5011,4933,24,0.9764970983591754,0.01181499384257505,0.01163108453909853,5.658747799277614e-05
No_E_R2,343848,3766,2296,2958,0.9744377573376568,0.010672543083378748,0.00650668054153946,0.008382735645415383
noINH_DMSO_R1,350000,45670,9381,8360,0.8466149070501494,0.11047115087137235,0.022691698408678435,0.020222001779826426
noINH_DMSO_R2,392119,45646,24228,15286,0.8215716967283923,0.09563796110074797,0.05076275076784213,0.032027381882005726
